Boxer,Date,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,RDS
"Reyes, Artemio",2012.08.24,5000.0,8.58450563943653,147.0,25.9166666666667,16,2,12,0,0,8
"Rodriguez, Fernando",2012.08.24,1500.0,7.3805328351106,152.0,23.25,6,11,3,0,0,4
"Reyes, Juan R.",2012.08.24,2500.0,7.89135845887659,121.0,23.0,6,1,1,0,0,6
"Ruiz, Juan",2012.08.24,5000.0,8.58450563943653,121.0,33.722602739726,23,10,7,0,0,6
"Prescott, Daulis",2012.08.24,4000.0,8.36136208812233,119.0,25.9166666666667,25,1,19,0,0,6
"Sandoval, Juan J.",2012.08.24,2000.0,7.66821490756238,122.0,25.5833333333335,5,9,3,0,0,4
"Roman, Daniel",2012.08.24,1250.0,7.19821127831664,122.0,22.25,3,1,2,0,0,4
"Dupree, Carey",2012.08.25,1200.0,7.15738928379639,172.0,33.9166666666667,1,2,0,0,0,6
"Vasquez, Santos",2012.08.25,800.0,6.75192417568822,108.0,21.5833333333335,0,0,0,0,0,4
"Vasquez, Oscar R.",2012.08.25,900.0,6.86970721134461,107.0,25.0833333333335,2,1,0,0,0,6
"Reyes, Edwin",2012.08.25,1500.0,7.3805328351106,106.0,25.0,0,0,0,0,0,6
"Avila, Manuel",2012.08.25,4000.0,8.36136208812233,122.0,20.3333333333335,8,0,2,0,0,6
"Chicas, Jonathan",2012.08.25,1000.0,6.97506772700243,139.5,23.75,5,0,3,0,0,4
"Lopez, Jose JM",2012.08.25,1000.0,6.97506772700243,139.0,24.1666666666667,7,5,3,0,0,4
"Boyea, Payton",2012.08.25,1000.0,6.97506772700243,188.25,24.8333333333335,0,1,0,0,0,4
"Mendez, Paul",2012.08.25,2000.0,7.66821490756238,163.5,23.5,8,2,2,0,0,6
"Myers, Loren E.",2012.08.25,2000.0,7.66821490756238,163.5,31.25,8,16,2,0,0,6
"Leyva, Manuel",2012.08.25,3500.0,8.2278306954978,147.0,29.9166666666667,21,7,12,0,0,10
"Sanchez, Alan L.",2012.08.25,7000.0,8.92097787605775,146.0,21.5,10,2,4,0,0,10
"Garcia, Jonathan",2012.08.30,1500.0,7.3805328351106,139.0,21.0833333333335,8,0,6,0,0,6
"Hurtado, Jose Jesus",2012.08.30,1000.0,6.97506772700243,177.0,29.3333333333335,3,5,3,0,0,4
"Godoy, Oscar",2012.08.30,1000.0,6.97506772700243,147.0,22.1666666666667,7,2,3,0,0,4
"Rivera, Eduardo",2012.08.30,1000.0,6.97506772700243,132.0,23.0,7,0,3,0,0,4
"Landeros, Adolfo",2012.08.30,2000.0,7.66821490756238,133.0,32.7335616438356,22,25,10,0,0,4
"Robles, Emmanuel",2012.08.30,1000.0,6.97506772700243,147.0,24.4166666666667,4,0,2,0,0,4
"Rojas, Jesus M.",2012.08.30,1000.0,6.97506772700243,107.5,25.6787671232844,0,0,0,0,0,4
"Matthysse, Lucas",2012.09.08,175000.0,12.139853700926,139.0,30.0,31,2,29,1,0,12
"Arnett, Daquan",2012.09.08,2500.0,7.89135845887659,153.0,19.8333333333333,6,0,4,0,0,6
"Tavera, Jesus",2012.09.08,3500.0,8.2278306954978,153.0,25.6666666666667,4,2,1,0,0,6
"Smith, Ishe O.",2012.09.08,13000.0,9.54001708446397,154.0,34.1666666666667,23,5,11,0,0,10
"Garcia, Irving",2012.09.08,9000.0,9.17229230433865,154.0,33.6666666666667,17,7,8,0,0,10
"Love, J'Leon",2012.09.08,13000.0,9.54001708446397,161.0,25.0,12,0,7,0,0,10
"Acevedo, Aaron A.",2012.09.08,1000.0,6.97506772700243,129.5,23.9166666666667,2,0,2,0,0,4
"Sandoval, Juan J.",2012.09.08,2000.0,7.66821490756238,128.5,25.6666666666667,5,10,3,0,0,4
"Cojanu, Razvan",2012.09.08,2000.0,7.66821490756238,276.5,25.5,4,1,1,0,0,6
"Banks, Yohan A.",2012.09.08,2000.0,7.66821490756238,293.0,37.3333333333333,5,6,3,0,0,6
"Diaz, Francisco",2012.09.08,1700.0,7.5056959780646,231.0,31.1666666666667,2,6,2,0,0,4
"Morales, Ivan",2012.09.08,10000.0,9.27765281999648,115.0,20.9166666666667,17,0,12,0,0,10
"Maldonado, Luis",2012.09.08,8500.0,9.1151338904987,114.75,34.5833333333333,36,9,27,0,0,10
"Martinez, Cesar",2012.09.08,1500.0,7.3805328351106,124.0,23.1666666666667,3,1,1,0,0,4
"Porras, Jorge R.",2012.09.08,1000.0,6.97506772700243,122.5,22.5,0,0,0,0,0,4
"Ramirez, Julian",2012.09.08,3500.0,8.2278306954978,124.5,19.5,3,0,2,0,0,6
"Mendoza, Noel",2012.09.08,2000.0,7.66821490756238,123.5,27.0833333333333,6,1,1,0,0,6
"DeMarco, Antonio",2012.09.08,180000.0,12.1680245778926,134.25,26.6666666666667,27,2,20,1,0,12
"Molina, John Jnr.",2012.09.08,85000.0,11.4177189834928,134.5,29.7566210045657,24,1,19,1,0,12
"Fonseca, Homero",2012.09.08,6000.0,8.76682719623049,253.0,25.5833333333333,9,5,2,0,0,8
"Ward, Andre",2012.09.08,1367500.0,14.1958072612986,168.0,28.5833333333333,25,0,13,2,0,12
"Dawson, Chad",2012.09.08,600000.0,13.3719973822186,168.0,30.1666666666667,31,1,17,2,0,12
"Hirsch, Tony",2012.09.08,3000.0,8.07368001567054,157.0,28.5833333333333,12,5,6,0,0,4
"Yong, Roberto",2012.09.08,1500.0,7.3805328351106,158.5,28.5833333333333,5,5,4,0,0,4
"Williams, Ricardo",2012.09.08,4000.0,8.36136208812233,143.5,31.25,19,3,10,0,0,6
"Lenk, Anthony M.",2012.09.08,2000.0,7.66821490756238,143.5,24.8196347031931,14,1,7,0,0,6
"Urbina, Juan",2012.09.08,800.0,6.75192417568822,119.0,20.6666666666667,0,0,0,0,0,4
"Felix, Jose Jnr.",2012.09.13,4000.0,8.36136208812233,132.0,20.3333333333333,21,0,18,0,0,10
"Cruz, Luis A.",2012.09.13,20000.0,9.97080000055643,132.0,26.9166666666667,20,1,16,0,0,10
"Gutierrez, Jesus A.",2012.09.13,2000.0,7.66821490756238,136.5,23.7949771689466,5,0,2,0,0,6
"Chavez, Joaquin R.",2012.09.13,2500.0,7.89135845887659,136.5,24.8333333333333,1,2,1,0,0,6
"Crawford, Terence",2012.09.13,6500.0,8.84686990390403,136.5,25.0,17,0,13,0,0,8
"Vargas, Jessie",2012.09.13,35000.0,10.5304157884919,148.0,23.3333333333333,19,0,9,0,0,10
"Martinez, Aaron",2012.09.13,12000.0,9.45997437679043,147.0,30.8333333333333,18,1,4,0,0,10
"Ruiz, Andy Jnr.",2012.09.13,7000.0,8.92097787605775,254.0,23.0,15,0,9,0,0,8
"Zewski, Mikael",2012.09.13,8500.0,9.1151338904987,152.0,23.5833333333333,15,0,11,0,0,8
"Frazier, Johnny D.",2012.09.14,1000.0,6.97506772700243,137.0,34.5833333333333,2,9,2,0,0,4
"Hernandez, Rodney",2012.09.14,1000.0,6.97506772700243,233.5,23.7593607305903,2,1,1,0,0,4
"Parker, Bomani",2012.09.14,1000.0,6.97506772700243,246.5,45.0,14,6,8,0,0,4
"Alvarez, Saul C.",2012.09.15,2000000.0,14.5759701865445,154.0,22.1666666666667,40,0,29,1,0,12
"Lopez, Josesito",2012.09.15,212500.0,12.3340097153669,153.0,28.1666666666667,30,4,18,1,0,12
"Thompson, Sergio",2012.09.15,3000.0,8.07368001567054,131.0,28.9166666666667,23,2,21,0,0,8
"Claudio, Carlos",2012.09.15,9000.0,9.17229230433865,131.0,24.6666666666667,15,8,8,0,0,8
"Ponce De Leon, Daniel",2012.09.15,40000.0,10.6639471811164,125.5,32.1666666666667,43,4,35,1,0,12
"Gonzalez, Jhonny",2012.09.15,40000.0,10.6639471811164,125.0,31.0,52,7,45,1,0,12
"Gomez, Eddie",2012.09.15,5000.0,8.58450563943653,152.0,20.0833333333333,9,0,6,0,0,8
"Valcarcel, Carlos",2012.09.15,10000.0,9.27765281999648,123.0,30.9166666666667,12,5,5,0,0,6
"Maidana, Marcos",2012.09.15,250000.0,12.4965286448647,147.0,29.1666666666667,31,3,28,0,0,12
"Soto Karass, Jesus",2012.09.15,80000.0,11.3570943616763,147.0,29.9166666666667,26,7,17,0,0,12
"Santa Cruz, Leo",2012.09.15,85000.0,11.4177189834928,117.0,24.0833333333333,20,0,11,1,0,12
"Morel, Eric Arturo",2012.09.15,35000.0,10.5304157884919,118.0,36.9166666666667,46,3,23,1,0,12
"Vargas, Francisco J.",2012.09.15,5000.0,8.58450563943653,131.0,27.7648401826452,12,0,10,0,0,4
"Sanchez, Victor",2012.09.15,6000.0,8.76682719623049,127.5,20.0,3,3,0,0,0,4
"Alcine, Joachim",2012.09.15,61000.0,11.0859415911757,158.0,36.5,33,2,19,0,1,10
"Martinez, Roman",2012.09.15,50000.0,10.8870907324306,129.0,29.6666666666667,25,1,16,1,1,12
"Chavez, Julio Cesar Jnr.",2012.09.15,3000000.0,14.9814352946527,158.0,26.5833333333333,46,0,32,1,1,12
"Lee, Mike Gene",2012.09.15,50000.0,10.8870907324306,174.0,25.25,10,0,5,0,0,4
"Jackson, John A.",2012.09.15,8500.0,9.1151338904987,152.0,23.6666666666667,13,0,12,0,0,10
"Nelson, Willie",2012.09.15,6500.0,8.84686990390403,153.25,25.4166666666667,18,1,11,0,0,10
"Rigondeaux, Guillermo",2012.09.15,150000.0,11.9857030210987,122.0,32.0,10,0,8,1,0,12
"Marroquin, Roberto",2012.09.15,100000.0,11.5802379129905,122.0,23.0833333333333,22,1,15,1,0,12
"Winchester, James",2012.09.15,5000.0,8.58450563943653,154.5,33.9166666666667,15,4,5,0,0,8
"Omotoso, Wale",2012.09.15,10000.0,9.27765281999648,147.5,27.3333333333333,22,0,19,0,0,8
"Albonica, Javier",2012.09.20,1200.0,7.15738928379639,148.0,26.5,3,1,2,0,0,4
"Walton, Willie",2012.09.20,1000.0,6.97506772700243,148.25,31.8333333333333,4,4,3,0,0,4
"Rose, Louis",2012.09.20,1000.0,6.97506772700243,158.5,23.5833333333333,4,0,0,0,0,4
"Alexander, Michael L.",2012.09.20,1200.0,7.15738928379639,159.0,33.5,2,5,0,0,0,4
"Clark, David",2012.09.20,1200.0,7.15738928379639,121.5,27.9166666666667,4,2,4,0,0,4
"Nichol, Shawn",2012.09.20,1200.0,7.15738928379639,119.75,24.0,6,10,5,0,0,4
"Niyazov, Dimash",2012.09.20,1000.0,6.97506772700243,144.25,23.5833333333333,1,0,0,0,0,4
"Loeza, Alonso",2012.09.20,1200.0,7.15738928379639,143.75,21.25,2,6,2,0,0,4
"Williams, Terrel",2012.09.20,1000.0,6.97506772700243,145.25,28.5833333333333,6,0,5,0,0,6
"Hughes, Lawrence L.",2012.09.20,1050.0,7.02385789117187,145.75,28.5,4,4,3,0,0,6
"Shabranskyy, Vyacheslav",2012.09.20,1200.0,7.15738928379639,194.25,25.3333333333333,0,0,0,0,0,4
"Wohlman, Zachary",2012.09.20,1600.0,7.44507135624817,148.5,24.3333333333333,4,0,1,0,0,4
"Vallejo, Jesus",2012.09.20,1200.0,7.15738928379639,148.5,29.5,3,7,3,0,0,4
"Morales, Roman",2012.09.21,6000.0,8.76682719623049,122.0,21.0833333333333,12,0,6,0,0,8
"Arellano, Jonathan",2012.09.21,6000.0,8.76682719623049,122.0,25.1666666666667,13,0,3,0,0,8
"Hovhannisyan, Azat",2012.09.21,1000.0,6.97506772700243,122.0,24.0833333333333,3,1,3,0,0,4
"Chacon, Raymond",2012.09.21,1500.0,7.3805328351106,121.0,25.4166666666667,4,4,0,0,0,4
"Tapia, Roy",2012.09.21,1200.0,7.15738928379639,122.0,21.0,3,0,2,0,0,4
"Batres, Pablo",2012.09.21,1100.0,7.07037790680676,123.5,25.792237442919,3,2,0,0,0,4
"Lopez, Raul",2012.09.21,2500.0,7.89135845887659,126.5,22.0833333333333,7,1,3,0,0,6
"Romero, Jhonatan",2012.09.21,3000.0,8.07368001567054,122.0,25.7949771689466,21,0,12,0,0,12
"Esquivias, Efrain",2012.09.21,8000.0,9.05450926868227,122.0,29.1666666666667,16,1,9,0,0,12
"Marquez, Ernie",2012.09.21,4500.0,8.47914512377871,118.5,30.6666666666667,9,11,3,0,0,8
"Solis, Edwin",2012.09.21,2500.0,7.89135845887659,126.0,24.3333333333333,3,2,3,0,0,6
"Santana, Francisco",2012.09.21,2500.0,7.89135845887659,148.0,26.3333333333333,13,3,6,0,0,6
"Worthy, John",2012.09.21,3000.0,8.07368001567054,148.0,29.8333333333333,3,3,1,0,0,6
"Flores, Rigoberto",2012.09.21,2000.0,7.66821490756238,145.5,29.9166666666667,4,1,2,0,0,6
"Chavez, Joaquin R.",2012.09.21,3000.0,8.07368001567054,146.5,24.8333333333333,1,3,1,0,0,6
"Rios, Joseph",2012.09.21,4500.0,8.47914512377871,112.0,30.5833333333333,11,7,4,0,0,8
"Torres, Javier",2012.09.21,1500.0,7.3805328351106,216.5,24.3333333333333,2,0,1,0,0,4
"Gibson, Avery B.",2012.09.21,1200.0,7.15738928379639,240.5,29.7621004566204,0,0,0,0,0,4
"Noriega, Michael",2012.09.21,1500.0,7.3805328351106,158.5,31.4166666666667,4,0,4,0,0,6
"Toledo, Pedro",2012.09.21,1000.0,6.97506772700243,129.5,25.6666666666667,1,0,0,0,0,4
"Murray, Derrick",2012.09.21,1000.0,6.97506772700243,129.5,24.25,4,0,3,0,0,4
"Cancio, Andrew",2012.09.29,10000.0,9.27765281999648,127.5,23.9166666666667,14,1,11,0,0,10
"Gonzalez, Roger",2012.09.29,10000.0,9.27765281999648,127.75,34.3333333333333,27,6,18,0,0,10
"Sanchez, Hector M.",2012.09.29,10000.0,9.27765281999648,146.5,26.0833333333333,19,2,9,0,0,10
"Diaz, Julio C.",2012.09.29,15000.0,9.68311792810464,146.25,32.767579908676,39,7,28,0,0,10
"Franco, Daniel",2012.09.29,1500.0,7.3805328351106,129.5,20.7730593607307,3,0,1,0,0,4
"Sandoval, Jesus",2012.09.29,1250.0,7.19821127831664,129.25,27.0833333333333,2,0,0,0,0,4
"Mora, Luis",2012.09.29,1500.0,7.3805328351106,139.5,23.4166666666667,3,0,2,0,0,4
"Robles, Manny III",2012.09.29,1250.0,7.19821127831664,122.5,18.3333333333333,0,0,0,0,0,4
"Serrano, Victor",2012.09.29,1000.0,6.97506772700243,122.5,27.7527397260274,2,0,0,0,0,4
"Santillan, Giovanni",2012.09.29,1500.0,7.3805328351106,142.25,20.8223744292238,4,0,2,0,0,4
"Zuniga, Juan",2012.09.29,1200.0,7.15738928379639,139.5,28.3333333333333,1,9,0,0,0,4
"Washington, Gerald M.",2012.09.29,1500.0,7.3805328351106,249.25,30.4166666666667,2,0,2,0,0,4
"Abella, John",2012.10.06,1000.0,6.97506772700243,123.5,22.9166666666665,2,0,1,0,0,4
"Cupul, Pablo",2012.10.06,1300.0,7.23743199146993,123.75,25.1666666666665,6,9,4,0,0,4
"Chicas, Jonathan",2012.10.06,1500.0,7.3805328351106,139.5,23.9166666666665,7,0,3,0,0,6
"Prescott, Ralph",2012.10.06,1800.0,7.56285439190455,139.0,35.5,2,6,0,0,0,6
"Centeno, Hugo",2012.10.06,5000.0,8.58450563943653,153.0,21.6666666666665,15,0,8,0,0,6
"Williams, Justin",2012.10.06,3500.0,8.2278306954978,152.5,24.0833333333333,4,5,2,0,0,6
"Freeman, Preston",2012.10.06,1000.0,6.97506772700243,142.5,19.6666666666665,0,0,0,0,0,4
"Lopez, Jose JM",2012.10.06,1600.0,7.44507135624817,143.0,24.3333333333333,7,7,3,0,0,4
"Vences, Andy",2012.10.06,1000.0,6.97506772700243,130.75,21.4166666666665,0,0,0,0,0,4
"Gonzalez, Carlos",2012.10.06,1200.0,7.15738928379639,131.0,24.4166666666665,1,1,0,0,0,4
"Robb, Guy Lee",2012.10.06,1500.0,7.3805328351106,125.75,23.6666666666665,9,1,4,0,0,6
"Landeros, Adolfo",2012.10.06,2200.0,7.7635250873667,126.5,32.9002283105021,22,27,10,0,0,6
"Kamegai, Yashihiro",2012.10.06,10000.0,9.27765281999648,147.0,29.9166666666665,21,0,18,0,0,10
"Silva, Jorge",2012.10.06,10000.0,9.27765281999648,147.5,20.5833333333333,19,2,15,0,0,10
"Linares, Jorge",2012.10.06,10000.0,9.27765281999648,135.5,27.1666666666665,31,3,20,0,0,10
"Velasquez, Hector",2012.10.06,8000.0,9.05450926868227,134.5,37.5833333333333,52,17,35,0,0,10
"Albonica, Javier",2012.10.06,1000.0,6.97506772700243,154.25,26.5833333333333,4,1,3,0,0,4
"Brooks, Bryan",2012.10.06,800.0,6.75192417568822,156.5,42.0833333333333,0,8,0,0,0,4
"Morales, Carlos D.",2012.10.06,1400.0,7.31153996362365,132.0,22.75,0,1,0,0,0,4
"Montelongo, Xavier Jnr.",2012.10.06,1200.0,7.15738928379639,130.5,20.6666666666665,2,0,0,0,0,4
"Nichol, Shawn",2012.10.06,1200.0,7.15738928379639,118.0,24.0833333333333,6,11,5,0,0,6
"Ruiz, Michael A.",2012.10.06,2000.0,7.66821490756238,118.0,23.5,8,2,3,0,0,6
"Duenas, Ricky",2012.10.19,4000.0,8.36136208812233,144.75,29.75,12,1,6,0,0,8
"Claggett, Stephen J.",2012.10.19,4000.0,8.36136208812233,144.5,23.3333333333333,14,1,9,0,0,8
"Contreras, Richard",2012.10.19,2000.0,7.66821490756238,121.5,22.6666666666665,9,0,8,0,0,6
"Nichol, Shawn",2012.10.19,2500.0,7.89135845887659,122.0,24.0833333333333,6,12,5,0,0,6
"Reyes, Juan R.",2012.10.19,2500.0,7.89135845887659,121.75,23.1666666666665,7,1,1,0,0,6
"Cota, Jose A.",2012.10.19,4000.0,8.36136208812233,122.0,33.8536529680366,10,8,7,0,0,6
"Torres, Javier",2012.10.19,1500.0,7.3805328351106,225.5,24.4166666666665,3,0,1,0,0,4
"Mychajliv, Matt",2012.10.19,1200.0,7.15738928379639,241.75,30.5833333333333,6,1,4,0,0,4
"Gibson, Avery B.",2012.10.19,1500.0,7.3805328351106,238.5,29.8454337899536,0,1,0,0,0,4
"Luna, Alejandro",2012.10.19,3000.0,8.07368001567054,131.5,21.0,10,0,8,0,0,6
"Landeros, Adolfo",2012.10.19,3500.0,8.2278306954978,130.75,32.9002283105021,22,28,10,0,0,6
"Adams, Brandon",2012.11.02,1000.0,6.97506772700243,155.0,23.3333333333335,7,0,3,0,0,6
"Aguiar, Yair",2012.11.02,2000.0,7.66821490756238,154.0,35.25,10,17,4,0,0,6
"Rivera, Eduardo",2012.11.02,1500.0,7.3805328351106,132.0,23.25,8,0,3,0,0,6
"Robles, Emmanuel",2012.11.02,1500.0,7.3805328351106,140.0,24.6666666666667,5,0,2,0,0,6
"Lopez, Jose JM",2012.11.02,1400.0,7.31153996362365,139.5,24.4166666666667,7,8,3,0,0,6
"Ramos, Roque",2012.11.02,1000.0,6.97506772700243,130.0,25.25,0,0,0,0,0,4
"Morales, Carlos D.",2012.11.02,1000.0,6.97506772700243,132.0,22.8333333333335,0,1,0,0,0,4
"Nieves, Basilio",2012.11.02,1500.0,7.3805328351106,111.0,23.0,14,1,3,0,0,6
"Solorio, Alejandro",2012.11.02,1800.0,7.56285439190455,112.0,24.75,4,5,3,0,0,6
"Rojas, Jesus M.",2012.11.02,1000.0,6.97506772700243,109.0,25.9287671232844,2,0,1,0,0,4
"Quiroz, Jonathan",2012.11.02,1000.0,6.97506772700243,110.0,18.9890410958903,1,1,0,0,0,4
"Gonzalez, Juan",2012.11.03,1500.0,7.3805328351106,160.75,21.5,5,0,3,0,0,4
"Abreu-Mena, Yusmani",2012.11.03,2000.0,7.66821490756238,155.75,32.5833333333335,3,4,0,0,0,4
"Gomez, Frankie",2012.11.03,10500.0,9.32644298416591,145.5,20.75,12,0,9,0,0,8
"Leyva, Manuel",2012.11.03,3750.0,8.29682356698475,147.0,30.1666666666667,21,8,12,0,0,8
"Gonzalez, Joet",2012.11.03,1500.0,7.3805328351106,122.25,19.0833333333335,1,0,0,0,0,4
"Serrano, Victor",2012.11.03,900.0,6.86970721134461,121.75,27.9194063926941,2,1,0,0,0,4
"Kavanagh, Jamie G.",2012.11.03,8000.0,9.05450926868227,134.75,22.5,11,0,5,0,0,8
"Valadez, Ramon",2012.11.03,4500.0,8.47914512377871,155.75,22.6666666666667,11,2,6,0,0,8
"Sierra, Ulises",2012.11.03,1200.0,7.15738928379639,169.5,23.8333333333335,1,0,0,0,0,4
"Pinell, Ricardo",2012.11.03,1000.0,6.97506772700243,164.0,27.0833333333335,0,0,0,0,0,4
"Washington, Gerald M.",2012.11.03,1500.0,7.3805328351106,245.5,30.5833333333335,3,0,2,0,0,4
"Browne, Marcus R.",2012.11.09,3500.0,8.2278306954978,176.0,22.0,0,0,0,0,0,4
"Caplinger, Dustin",2012.11.09,2500.0,7.89135845887659,166.0,32.25,2,3,1,0,0,4
"Gausha, Terrell M.",2012.11.09,3500.0,8.2278306954978,164.0,25.1666666666667,0,0,0,0,0,4
"Wiggins, Jeremiah",2012.11.09,3500.0,8.2278306954978,151.0,31.0,10,0,5,0,0,6
"Arnett, Daquan",2012.11.09,3500.0,8.2278306954978,153.0,20.0,8,0,5,0,0,6
"Tate, Curtis Lee",2012.11.09,3000.0,8.07368001567054,238.0,28.5833333333335,4,3,4,0,0,4
"Breazeale, Dominic",2012.11.09,3500.0,8.2278306954978,248.0,27.25,0,0,0,0,0,4
"Russell, Gary A.",2012.11.09,45000.0,10.7817302167728,127.0,24.4166666666667,20,0,12,0,0,10
"Castaneda, Roberto",2012.11.09,15000.0,9.68311792810464,125.0,21.4166666666667,20,2,15,0,0,10
"Garcia, Jonathan",2012.11.09,1500.0,7.3805328351106,149.0,21.3333333333335,3,3,1,0,0,6
"Spence, Errol Jnr.",2012.11.09,3500.0,8.2278306954978,149.0,22.6666666666667,0,0,0,0,0,6
"Robles, Manny III",2012.11.09,1750.0,7.53468351493786,122.0,18.5,1,0,0,0,0,4
"Warren, Rau'Shee",2012.11.09,3500.0,8.2278306954978,118.0,25.75,0,0,0,0,0,4
"Santillan, Giovanni",2012.11.09,1500.0,7.3805328351106,142.3,20.9890410958906,5,0,3,0,0,6
"Haro, Peter J.",2012.11.09,1500.0,7.3805328351106,142.0,25.8333333333335,2,0,0,0,0,6
"Mychajliv, Matt",2012.11.09,2000.0,7.66821490756238,241.1,30.6666666666667,6,1,4,0,0,6
"Morales, Alvaro",2012.11.09,2000.0,7.66821490756238,311.0,29.3333333333335,6,11,0,0,0,6
"Garcia, Mikey",2012.11.10,155000.0,12.0184928439217,128.5,24.9589041095858,29,0,25,0,0,10
"Flores, Eric M.",2012.11.10,2500.0,7.89135845887659,137.0,20.6666666666667,3,0,1,0,0,4
"Calzada, Daniel Jay",2012.11.10,2000.0,7.66821490756238,137.0,21.9698630136986,4,5,1,0,0,4
"Flores, Anthony",2012.11.10,2500.0,7.89135845887659,139.0,22.3333333333335,2,0,1,0,0,4
"Hernandez, Luis",2012.11.10,2000.0,7.66821490756238,139.0,26.0,1,1,1,0,0,4
"Crawford, Terence",2012.11.10,6500.0,8.84686990390403,136.5,25.1666666666667,18,0,14,0,0,8
"Hart, Jesse",2012.11.10,4000.0,8.36136208812233,167.5,23.4166666666667,3,0,3,0,0,4
"Rather, Brett B.",2012.11.10,2500.0,7.89135845887659,234.0,21.9616438356165,1,0,0,0,0,4
"Gibson, Avery B.",2012.11.10,2500.0,7.89135845887659,235.0,29.9287671232871,0,1,0,0,0,4
"Martirosyan, Vanes N.",2012.11.10,177500.0,12.1540383359179,153.0,26.5,32,0,20,0,0,12
"Lara, Erislandy",2012.11.10,202500.0,12.285807613549,153.5,29.5833333333335,17,1,11,0,0,12
"Puga, Rudy A.",2012.11.10,3500.0,8.2278306954978,167.0,21.8333333333335,3,0,3,0,0,6
"Hernandez, Andrew",2012.11.10,2500.0,7.89135845887659,167.0,26.9205479452023,4,0,0,0,0,6
"Magdaleno, Jessie",2012.11.10,6000.0,8.76682719623049,123.0,21.0,11,0,8,0,0,8
"Silveria, Jose",2012.11.10,7000.0,8.92097787605775,121.0,33.75,14,8,6,0,0,8
"Angulo, Alfredo",2012.11.10,100000.0,11.5802379129905,154.0,30.25,20,2,17,0,0,12
"Casarez, Raul",2012.11.10,40000.0,10.6639471811164,153.8,25.9835616438325,19,2,9,0,0,12
"Arias, Luis E.",2012.11.10,1500.0,7.3805328351106,163.4,22.4166666666667,0,0,0,0,0,4
"Easter, Robert Jnr",2012.11.10,1250.0,7.19821127831664,134.4,21.8333333333335,0,0,0,0,0,4
"Cleverly, Nathan",2012.11.10,125000.0,11.8033814643047,174.4,25.75,24,0,11,1,0,12
"Orozco, Antonio",2012.11.10,10000.0,9.27765281999648,141.8,25.0833333333335,15,0,11,0,0,8
"Escobar, Danny",2012.11.10,8000.0,9.05450926868227,141.4,23.75,8,1,5,0,0,8
"Mares, Abner",2012.11.10,500000.0,13.1896758254246,121.8,27.0,24,0,13,1,0,12
"Pearson, Christopher",2012.11.10,2500.0,7.89135845887659,155.6,22.0,5,0,4,0,0,6
"Wohlman, Zachary",2012.11.10,1500.0,7.3805328351106,148.0,24.5,4,0,1,0,0,4
"Loeza, Alonso",2012.11.10,1500.0,7.3805328351106,147.6,21.4166666666667,2,7,2,0,0,4
"Reyes, David",2012.11.10,1500.0,7.3805328351106,118.6,22.1666666666667,2,2,0,0,0,4
"Santa Cruz, Leo",2012.11.10,100000.0,11.5802379129905,117.6,24.25,21,0,12,1,0,12
"Hill, Carl",2012.11.10,1100.0,7.07037790680676,162.0,30.0833333333335,0,2,0,0,0,4
"Malfavon, Ricardo A.",2012.11.10,1400.0,7.31153996362365,152.0,30.4166666666667,2,10,2,0,0,4
"Murray, Derrick",2012.11.16,1000.0,6.97506772700243,128.5,24.4166666666667,4,0,3,0,0,4
"Noriega, Michael",2012.11.16,1500.0,7.3805328351106,158.0,31.5833333333335,4,1,4,0,0,4
"Conley, Joshua",2012.11.16,1200.0,7.15738928379639,155.0,20.6666666666667,3,0,3,0,0,4
"Cuevas, Gerardo Jnr",2012.11.16,3500.0,8.2278306954978,143.75,33.0833333333335,16,9,14,0,0,8
"Reyes, Artemio",2012.11.16,5500.0,8.67981581924086,145.75,26.1666666666667,17,2,13,0,0,8
"Guillen, Robert S.",2012.11.16,2500.0,7.89135845887659,120.0,36.4166666666667,6,9,1,0,0,8
"Martin, Christopher",2012.11.16,5000.0,8.58450563943653,122.0,26.3333333333335,24,2,7,0,0,8
"Zarate, Isaac",2012.11.16,1200.0,7.15738928379639,120.75,21.1666666666667,4,0,0,0,0,4
"Torres, Javier",2012.11.16,1500.0,7.3805328351106,229.0,24.5,4,0,2,0,0,4
"Hamm, Jonathan",2012.11.17,1000.0,6.97506772700243,248.0,27.0833333333335,2,0,2,0,0,4
"Ward, Larry",2012.11.17,1300.0,7.23743199146993,208.0,36.0833333333335,1,3,0,0,0,4
"Martin, Charles",2012.11.17,1000.0,6.97506772700243,231.0,26.5833333333335,1,0,1,0,0,4
"Sinoti, Kosetatino",2012.11.17,1000.0,6.97506772700243,218.0,34.5,0,0,0,0,0,4
"Coley, Aaron",2012.11.17,1000.0,6.97506772700243,156.0,22.0833333333335,3,0,1,0,0,4
"Chavez, Joaquin R.",2012.11.17,1200.0,7.15738928379639,141.0,25.0,1,4,1,0,0,4
"Torres, Alberto",2012.11.17,900.0,6.86970721134461,128.0,26.4166666666667,1,0,0,0,0,4
"Navarro, Christian",2012.11.17,1100.0,7.07037790680676,128.0,20.75,0,1,0,0,0,4
"Gonzalez, Roman",2012.11.17,1000.0,6.97506772700243,107.75,25.3333333333335,33,0,28,1,0,12
"Viloria, Brian C.",2012.11.17,1000.0,6.97506772700243,111.75,32.0,31,3,18,2,0,12
